substantiv	Kapitel_2	Sidan 24
singular	Kapitel_2	Sidan 24
obestämd	Kapitel_2	Sidan 24
utan	Kapitel_2	Sidan 24
byta	Kapitel_2	Sidan 24
halsduk	Kapitel_2	Sidan 24
hund	Kapitel_2	Sidan 25
räkna	Kapitel_3	Sidan 27
siffra	Kapitel_3	Sidan 27
plats	Kapitel_3	Sidan 27
Sidan	Kapitel_3	Sidan 27
ljud	Kapitel_3	Sidan 27
bakre	Kapitel_3	Sidan 27
främre	Kapitel_3	Sidan 27
Kina	Kapitel_3	Sidan 27
jämn	Kapitel_3	Sidan 28
tal	Kapitel_3	Sidan 28
udda	Kapitel_3	Sidan 28
baklänges	Kapitel_3	Sidan 28
kasta	Kapitel_3	Sidan 28
tärning	Kapitel_3	Sidan 28
öva	Kapitel_3	Sidan 28
plus	Kapitel_3	Sidan 28
minus	Kapitel_3	Sidan 28
gata	Kapitel_3	Sidan 28
nummer	Kapitel_3	Sidan 28
telefonnummer	Kapitel_3	Sidan 28
ringa	Kapitel_3	Sidan 28
imorgon	Kapitel_3	Sidan 28
när	Kapitel_3	Sidan 28
född	Kapitel_3	Sidan 28
lillasyster	Kapitel_3	Sidan 28
morfar	Kapitel_3	Sidan 28
gammal	Kapitel_3	Sidan 28
mycket	Kapitel_3	Sidan 28
jamen	Kapitel_3	Sidan 28
ungefär	Kapitel_3	Sidan 28
klocka	Kapitel_3	Sidan 29
halv	Kapitel_3	Sidan 29
över	Kapitel_3	Sidan 29
kvart	Kapitel_3	Sidan 29
prick	Kapitel_3	Sidan 29
sekund	Kapitel_3	Sidan 29
minut	Kapitel_3	Sidan 29
halvtimme	Kapitel_3	Sidan 29
timme	Kapitel_3	Sidan 29
tid	Kapitel_3	Sidan 30
fika	Kapitel_3	Sidan 30
program	Kapitel_3	Sidan 30
konferens	Kapitel_3	Sidan 30
självklart	Kapitel_3	Sidan 30
Kanon	Kapitel_3	Sidan 30
börja	Kapitel_3	Sidan 30
äta	Kapitel_3	Sidan 30
lunch	Kapitel_3	Sidan 30
fikapaus	Kapitel_3	Sidan 30
sluta	Kapitel_3	Sidan 30
aktivitet	Kapitel_3	Sidan 31
vakna	Kapitel_3	Sidan 31
stiga	Kapitel_3	Sidan 31
frukost	Kapitel_3	Sidan 31
ta	Kapitel_3	Sidan 31
taxi	Kapitel_3	Sidan 31
dansa	Kapitel_3	Sidan 31
väninna	Kapitel_3	Sidan 31
röka	Kapitel_3	Sidan 31
promenera	Kapitel_3	Sidan 31
mejl	Kapitel_3	Sidan 31
städa	Kapitel_3	Sidan 31
laga	Kapitel_3	Sidan 31
middag	Kapitel_3	Sidan 31
diska	Kapitel_3	Sidan 31
spela	Kapitel_3	Sidan 31
gitarr	Kapitel_3	Sidan 31
radio	Kapitel_3	Sidan 31
teve	Kapitel_3	Sidan 31
vin	Kapitel_3	Sidan 31
chatta	Kapitel_3	Sidan 31
lägga	Kapitel_3	Sidan 31
somna	Kapitel_3	Sidan 31
jämföra	Kapitel_3	Sidan 31
kontrollera	Kapitel_3	Sidan 31
aktiv	Kapitel_3	Sidan 31
alltid	Kapitel_3	Sidan 31
direkt	Kapitel_3	Sidan 31
buss	Kapitel_3	Sidan 31
danskurs	Kapitel_3	Sidan 31
mellan	Kapitel_3	Sidan 31
älska	Kapitel_3	Sidan 31
dans	Kapitel_3	Sidan 31
efter	Kapitel_3	Sidan 31
hungrig	Kapitel_3	Sidan 31
förstås	Kapitel_3	Sidan 31
liten	Kapitel_3	Sidan 31
idag	Kapitel_3	Sidan 31
stor	Kapitel_3	Sidan 31
biff	Kapitel_3	Sidan 31
bearnaisesås	Kapitel_3	Sidan 31
sås	Kapitel_3	Sidan 31
hem	Kapitel_3	Sidan 31
nästan	Kapitel_3	Sidan 31
eftermiddag	Kapitel_3	Sidan 31
berätta	Kapitel_3	Sidan 31
liv	Kapitel_3	Sidan 31
soffa	Kapitel_3	Sidan 31
piano	Kapitel_3	Sidan 31
present	Kapitel_3	Sidan 31
