jobbig (adjective)	jobbig	adjective		<ul><li>strenuous (also used of people, &quot;trying&quot;)</li></ul>			Kaptiel_7 Rivstart_A1_A2
vin (noun)	vin	noun		<ul><li>wine</li></ul>	ett glas vin	a glass of wine	Kapitel_3 Rivstart_A1_A2
granne (noun)	granne	noun	en	<ul><li>neighbor [us], neighbour [uk]</li></ul>			Kapitel_9 Rivstart_A1_A2
karriär (noun)	karriär	noun	en	<ul><li>career</li></ul>			Kapitel_6 Rivstart_A1_A2
trend (noun)	trend	noun	en	<ul><li>trend</li></ul>			Kapitel_12 Rivstart_A1_A2
jaga (verb)	jaga	verb	att	<ul><li>hunt (figuratively &quot;avidly search for&quot;)</li><li>chase [away]</li></ul>	jaga älg	hunt elk	Kapitel_5 Rivstart_A1_A2
manlig (adjective)	manlig	adjective		<ul><li>male</li><li>masculine</li></ul>			Kapitel_11 Rivstart_A1_A2
variant (noun)	variant	noun	en	<ul><li>variation, variant</li></ul>			Kapitel_12 Rivstart_A1_A2
mil (noun)	mil	noun	en	<ul><li>a distance of 10 kilometres</li></ul>			Kaptiel_10 Rivstart_A1_A2
invandring (noun)	invandring	noun		<ul><li>immigration</li></ul>			Kaptiel_10 Rivstart_A1_A2
gränsa (verb)	gränsa	verb	att	<ul><li>abut, border (on)</li></ul>	ett intresse som gränsar till besatthet	a degree of interest bordering on obsession	Kaptiel_10 Rivstart_A1_A2
bas (noun)	bas	noun	en	<ul><li>bass, the lowest male singing voice</li><li>foreman, boss, supervisor, head</li><li>foundation, basis, foundation upon which sth. rests; bottom, ground</li><li>base, place from which military operations proceed</li><li>base, chemical substance capable of taking up hydrogen ions</li></ul>	hon var bas för VM-truppen	she headed the squad selected for the World Championships	Kapitel_12 Rivstart_A1_A2
fil (noun)	fil	noun	en	<ul><li>file, a tool of steel used to smooth out a flat surface</li><li>lane</li><li>row</li><li>sour(ed) milk</li></ul>	tre rum i fil	three rooms in a row, suite of three rooms	Kapitel_4 Rivstart_A1_A2
smart (adjective)	smart	adjective		<ul><li>sly, sharp, smart</li><li>smart (informal)</li></ul>			Kaptiel_7 Rivstart_A1_A2
bibliotek (noun)	bibliotek	noun	ett	<ul><li>library, (building housing) a collection of books</li></ul>	låna på bibliotek	borrow books at a library	Kapitel_5 Rivstart_A1_A2
variera (verb)	variera	verb	att	<ul><li>vary</li><li>vary, introduce variety</li></ul>	hus av varierande storlek	houses of varying sizes	Kapitel_12 Rivstart_A1_A2
museum (noun)	museum	noun	ett	<ul><li>museum</li></ul>	Historiska museet i Stockholm	Museum of National Antiquities, Stockholm	Kapitel_5 Rivstart_A1_A2
lunch (noun)	lunch	noun	en	<ul><li>lunch</li></ul>			Kapitel_3 Rivstart_A1_A2
katastrof (noun)	katastrof	noun	en	<ul><li>disaster, catastrophe</li></ul>			Kapitel_6 Rivstart_A1_A2
gissa (verb)	gissa	verb	att	<ul><li>suppose, guess, express an assumption without being certain of the facts, believe, presume</li></ul>	gissa sig till något	guess sth.	Kapitel_6 Rivstart_A1_A2
flod (noun)	flod	noun	en	<ul><li>river</li><li>flood (also figuratively)</li></ul>	ebb och flod	ebb and flood (tide)	Kaptiel_10 Rivstart_A1_A2
spansk (adjective)	spansk	adjective		<ul><li>spanish, from or of Spain</li></ul>			Kapitel_12 Rivstart_A1_A2
utställning (noun)	utställning	noun	en	<ul><li>exhibition, show, display</li></ul>			Kapitel_9 Rivstart_A1_A2
utomlands (adverb)	utomlands	adverb		<ul><li>abroad</li></ul>	bo utomlands	live abroad	Kapitel_5 Rivstart_A1_A2
huvudstad (noun)	huvudstad	noun	en	<ul><li>capital, the town or city serving as a country&#39;s official seat of government</li></ul>			Kaptiel_10 Rivstart_A1_A2
hamn (noun)	hamn	noun	en	<ul><li>(harbor [us]), harbour, port, haven, a place providing a sheltered anchorage or mooring for ships</li></ul>	söka hamn	put into port	Kapitel_9 Rivstart_A1_A2
karta (noun)	karta	noun	en	<ul><li>map</li></ul>			Kapitel_4 Rivstart_A1_A2
sko (noun)	sko	noun	en	<ul><li>shoe, boot</li></ul>			Kapitel_2 Rivstart_A1_A2
lust (noun)	lust	noun	en	<ul><li>inclination</li><li>content</li></ul>	jag har inte lust att städa	I don&#39;t feel like cleaning	Kapitel_5 Rivstart_A1_A2
transport (noun)	transport	noun	en	<ul><li>transport</li></ul>			Kapitel_9 Rivstart_A1_A2
servera (verb)	servera	verb	att	<ul><li>serve, wait on</li></ul>	hon serverade kaffet	she poured the coffee	Kaptiel_13 Rivstart_A1_A2
semester (noun)	semester	noun		<ul><li>(vacation [us]), holiday(s)</li></ul>	ha semester i juli	have ones holidays in July	Kapitel_5 Rivstart_A1_A2
favorit (noun)	favorit	noun	en	<ul><li>favourite, (favorite [us])</li><li>favourite</li></ul>	han var lärarnas favorit	he was the teachers&#39; pet	Kapitel_5 Rivstart_A1_A2
strax (adverb)	strax	adverb		<ul><li>at once, directly</li></ul>	strax efter klockan 16	just (immediately, soon) after 4.00 pm	Kapitel_4 Rivstart_A1_A2
välkommen (adjective)	välkommen	adjective		<ul><li>welcome</li></ul>			Kapitel_2 Rivstart_A1_A2
välkommen (interjection)	välkommen	interjection		<ul><li>welcome (a greeting to visitors and the like)</li></ul>	välkommen till Göteborg!	welcome to Göteborg!	Kapitel_2 Rivstart_A1_A2
frukt (noun)	frukt	noun	en	<ul><li>fruit</li></ul>	frukt och grönsaker	fruit and vegetables	Kapitel_12 Rivstart_A1_A2
guld (noun)	guld	noun		<ul><li>gold</li><li>gold, first place (in sport), gold medal</li></ul>			Kaptiel_7 Rivstart_A1_A2
generell (adjective)	generell	adjective		<ul><li>general, apply to all in a group, common</li></ul>			Kapitel_1 Rivstart_A1_A2
torg (noun)	torg	noun	ett	<ul><li>square; market</li></ul>			Kapitel_4 Rivstart_A1_A2
vandra (verb)	vandra	verb	att	<ul><li>walk (figuratively of things &quot;move&quot;), wander, go on foot, ramble, stroll, migrate</li></ul>	vandra i fjällen	hike in the mountains	Kapitel_8 Rivstart_A1_A2
kök (noun)	kök	noun	ett	<ul><li>kitchen</li><li>stove</li><li>cuisine</li></ul>	det italienska köket	Italian cuisine	Kapitel_11 Rivstart_A1_A2
filosofi (noun)	filosofi	noun		<ul><li>philosophy</li></ul>			Kapitel_1 Rivstart_A1_A2
typisk (adjective)	typisk	adjective		<ul><li>typical</li></ul>			Kapitel_8 Rivstart_A1_A2
arbetskraft (noun)	arbetskraft	noun		<ul><li>labour, manpower, persons able to perform work</li></ul>	utländsk arbetskraft	foreign labour	Kaptiel_10 Rivstart_A1_A2
bonde (noun)	bonde	noun	en	<ul><li>farmer, peasant, a person who cultivates the land, one engaged in agriculture</li><li>pawn, the weakest piece in the game of chess</li></ul>			Kapitel_12 Rivstart_A1_A2
landa (verb)	landa	verb	att	<ul><li>land (of aircraft, birds, etc.)</li></ul>			Kaptiel_13 Rivstart_A1_A2
service (noun)	service	noun		<ul><li>service</li><li>overhaul</li></ul>	kommunen ger service åt invånarna	the local authorities provide a variety of public services for the inhabitants	Kapitel_8 Rivstart_A1_A2
bredvid (preposition)	bredvid	preposition		<ul><li>adjacent to, beside, by the side of</li></ul>	de satt alltid bredvid varandra	they always sat next to one another	Kapitel_3 Rivstart_A1_A2
pass (noun)	pass	noun	ett	<ul><li>about (in phrases)</li><li>passport</li><li>pass</li><li>spell</li><li>pass, no bid (at cards)</li></ul>	svenskt pass	Swedish passport	Kapitel_2 Rivstart_A1_A2
grekisk (adjective)	grekisk	adjective		<ul><li>greek, of or pertaining to Greece</li></ul>			Kapitel_12 Rivstart_A1_A2
ovanlig (adjective)	ovanlig	adjective		<ul><li>unusual</li></ul>			Kapitel_9 Rivstart_A1_A2
skild (adjective)	skild	adjective		<ul><li>different, varying, differing, various</li><li>divorced, separated</li></ul>			Kapitel_1 Rivstart_A1_A2
fågel (noun)	fågel	noun	en	<ul><li>bird</li></ul>			Kapitel_9 Rivstart_A1_A2
ledig (adjective)	ledig	adjective		<ul><li>free, available</li><li>free and easy</li></ul>			Kaptiel_13 Rivstart_A1_A2
smak (noun)	smak	noun	en	<ul><li>taste; flavour</li><li>taste</li></ul>	en smak av kanel	a taste of cinnamon	Kapitel_12 Rivstart_A1_A2
trädgård (noun)	trädgård	noun	en	<ul><li>garden</li></ul>			Kapitel_5 Rivstart_A1_A2
landskap (noun)	landskap	noun	ett	<ul><li>province</li><li>landscape (also used figuratively)</li></ul>			Kapitel_9 Rivstart_A1_A2
komplettera (verb)	komplettera	verb	att	<ul><li>complement</li></ul>	kompletterande utbildning	supplementary training	Kapitel_2 Rivstart_A1_A2
datum (noun)	datum	noun	ett	<ul><li>date, day (and month and year)</li></ul>	vad är det för datum idag?	what is today&#39;s date?	Kapitel_8 Rivstart_A1_A2
design (noun)	design	noun	en	<ul><li>design, (artistic) creation according to plan</li></ul>			Kapitel_1 Rivstart_A1_A2
ful (adjective)	ful	adjective		<ul><li>ugly</li><li>nasty, foul</li></ul>			Kaptiel_7 Rivstart_A1_A2
testamente (noun)	testamente	noun	ett	<ul><li>will</li><li>testament</li></ul>	skriva testamente	draw up a will	Kapitel_6 Rivstart_A1_A2
gul (adjective)	gul	adjective		<ul><li>yellow</li></ul>			Kaptiel_7 Rivstart_A1_A2
yrke (noun)	yrke	noun	ett	<ul><li>profession, occupation, trade</li></ul>			Kapitel_1 Rivstart_A1_A2
drottning (noun)	drottning	noun	en	<ul><li>queen (also used figuratively)</li><li>queen</li></ul>	drottning Elisabeth av England	Queen Elizabeth of England	Kapitel_5 Rivstart_A1_A2
elektronisk (adjective)	elektronisk	adjective		<ul><li>electronic</li></ul>			Kaptiel_13 Rivstart_A1_A2
fond (noun)	fond	noun	en	<ul><li>background</li><li>fund (also general, &quot;resources, wealth&quot;)</li></ul>	i fonden står två träd	there are two trees in the background	Kapitel_6 Rivstart_A1_A2
somna (verb)	somna	verb	att	<ul><li>fall asleep, drop (dose) off</li></ul>	somna om	go back to sleep	Kapitel_3 Rivstart_A1_A2
frukost (noun)	frukost	noun	en	<ul><li>breakfast</li></ul>			Kapitel_3 Rivstart_A1_A2
prognos (noun)	prognos	noun	en	<ul><li>prognosis, prediction</li></ul>	ekonomiska prognoser för nästa år	economic forecasts for next year	Kapitel_9 Rivstart_A1_A2
advokat (noun)	advokat	noun	en	<ul><li>solicitor, counsel, attorney, lawyer, barrister, a person trained in the law whose profession is to advise clients in legal matters and represent them in court</li></ul>			Kapitel_1 Rivstart_A1_A2
regn (noun)	regn	noun		<ul><li>rain (figuratively &quot;large quantity&quot;)</li></ul>	ett regn av pilar	a rain of arrows	Kapitel_8 Rivstart_A1_A2
fabrik (noun)	fabrik	noun	en	<ul><li>plant, factory</li></ul>	jobba på fabrik	work in a factory	Kapitel_6 Rivstart_A1_A2
japansk (adjective)	japansk	adjective		<ul><li>japanese</li></ul>			Kapitel_5 Rivstart_A1_A2
plus (adverb)	plus	adverb		<ul><li>plus</li></ul>	fyra man plus en chef	four men plus a manager	Kapitel_3 Rivstart_A1_A2
plus (noun)	plus	noun	ett	<ul><li>plus (also of temperatures above zero)</li></ul>	ett plus i kanten	a plus in the margin	Kapitel_3 Rivstart_A1_A2
blomma (noun)	blomma	noun	en	<ul><li>flower, flowering plant, herb</li><li>blossom, bloom, corolla</li></ul>	plocka blommor	pick flowers	Kapitel_5 Rivstart_A1_A2
blomma (verb)	blomma	verb	att	<ul><li>flower, bloom, blossom, develop flowers, open; display flowers or blossom</li></ul>	rosorna blommade	the roses were flowering	Kapitel_5 Rivstart_A1_A2
annons (noun)	annons	noun	en	<ul><li>advert, advertisement, ad, (public) notice, announcement of goods wanted or offered for sale published in a newspaper or magazine</li></ul>	sätta in en annons	put in an advertisement	Kapitel_5 Rivstart_A1_A2
stryka (verb)	stryka	verb	att	<ul><li>rub, stroke</li><li>iron</li><li>cut out, strike off, cancel</li></ul>	stryka ett plank med färg	paint a plank	Kapitel_1 Rivstart_A1_A2
kreativ (adjective)	kreativ	adjective		<ul><li>creative</li></ul>			Kaptiel_13 Rivstart_A1_A2
glas (noun)	glas	noun	ett	<ul><li>glass, a hard transparent substance</li><li>glass, a drinking vessel made out of glass (or similar material)</li></ul>	ett glas vin	a glass of wine	Kapitel_3 Rivstart_A1_A2
markera (verb)	markera	verb	att	<ul><li>indicate, mark</li><li>mark, guard</li></ul>	tomtgränsen markeras med skyltar	the boundaries between the sites are marked with signs	Kapitel_1 Rivstart_A1_A2
vagn (noun)	vagn	noun	en	<ul><li>vehicle (informally and in certain separable compounds, also &quot;car&quot;)</li></ul>	häst och vagn	horse and cart (carriage)	Kapitel_9 Rivstart_A1_A2
hemsk (adjective)	hemsk	adjective		<ul><li>horrible, ghastly, terrible, arousing fear or horror; awful</li></ul>			Kaptiel_10 Rivstart_A1_A2
spendera (verb)	spendera	verb	att	<ul><li>spend, spend money (generously)</li></ul>			Kapitel_8 Rivstart_A1_A2
trivas (verb)	trivas	verb	att	<ul><li>enjoy, get on [well]</li></ul>	trivas med sitt arbete	enjoy one&#39;s work	Kapitel_2 Rivstart_A1_A2
institut (noun)	institut	noun	ett	<ul><li>institute, institution</li></ul>			Kapitel_1 Rivstart_A1_A2
öl (noun)	öl	noun	en	<ul><li>beer</li></ul>	ett glas öl	a glass of beer	Kapitel_4 Rivstart_A1_A2
park (noun)	park	noun	en	<ul><li>park</li><li>fleet, stock, the complete set of vehicles, machinery, and the like</li></ul>			Kapitel_5 Rivstart_A1_A2
boka (verb)	boka	verb	att	<ul><li>book, reserve, order</li></ul>	bokning	booking, reservation	Kapitel_12 Rivstart_A1_A2
ekologisk (adjective)	ekologisk	adjective		<ul><li>organic</li></ul>			Kapitel_12 Rivstart_A1_A2
hylla (verb)	hylla	verb	att	<ul><li>honour, pay tribute to, congratulate, (honor [us]), celebrate, pay homage to</li></ul>	hon blev hyllad som en hjälte	she was given a hero&#39;s reception	Kapitel_4 Rivstart_A1_A2
hylla (noun)	hylla	noun	en	<ul><li>shelf (also used of a piece of furniture having more than one shelf), a flat, narrow piece of material horizontally mounted to hold objects</li></ul>			Kapitel_4 Rivstart_A1_A2
slott (noun)	slott	noun	ett	<ul><li>manor house, castle, palace</li></ul>			Kapitel_8 Rivstart_A1_A2
längta (verb)	längta	verb	att	<ul><li>yearn, long</li></ul>	jag längtar efter dig	I long for you	Kapitel_2 Rivstart_A1_A2
paket (noun)	paket	noun	ett	<ul><li>parcel (figuratively (package) &quot;whole which consists of several parts&quot;)</li></ul>	slå in i paket	wrap up as a parcel	Kapitel_2 Rivstart_A1_A2
fotograf (noun)	fotograf	noun	en	<ul><li>photographer</li></ul>			Kapitel_1 Rivstart_A1_A2
dansa (verb)	dansa	verb	att	<ul><li>dance, move rhythmically to music</li></ul>	dansa vals	dance the waltz	Kapitel_3 Rivstart_A1_A2
bro (noun)	bro	noun	en	<ul><li>bridge, structure spanning a watercourse or other obstacle and supporting a road, railway, etc.</li></ul>	en bro över Öresund	a bridge over the Sound	Kapitel_9 Rivstart_A1_A2
valuta (noun)	valuta	noun	en	<ul><li>currency</li></ul>	utländsk valuta	foreign currency	Kaptiel_10 Rivstart_A1_A2
pensionär (noun)	pensionär	noun	en	<ul><li>pensioner</li></ul>	han var nybliven pensionär	he had just retired	Kapitel_1 Rivstart_A1_A2
redo (adjective)	redo	adjective		<ul><li>ready, prepared</li></ul>			Kapitel_12 Rivstart_A1_A2
jämn (adjective)	jämn	adjective		<ul><li>level, flat</li><li>even</li><li>exact</li></ul>			Kapitel_3 Rivstart_A1_A2
förskola (noun)	förskola	noun	en	<ul><li>preschool, common name for day nurseries and part-time groups (play schools) for children under school age</li></ul>			Kapitel_1 Rivstart_A1_A2
inspiration (noun)	inspiration	noun		<ul><li>inspiration</li></ul>			Kapitel_5 Rivstart_A1_A2
blad (noun)	blad	noun	ett	<ul><li>leaf</li><li>sheet, page, leaf</li><li>blade, flat, broad part of a tool, etc.</li></ul>	bland blommor och blad	out in the country	Kapitel_12 Rivstart_A1_A2
dans (noun)	dans	noun	en	<ul><li>dance, rhythmic bodily movements usually performed to music</li></ul>			Kapitel_3 Rivstart_A1_A2
flyg (noun)	flyg	noun	ett	<ul><li>aviation, air force, flying</li></ul>	ta flyget	take the plane	Kapitel_9 Rivstart_A1_A2
nyckel (noun)	nyckel	noun	en	<ul><li>key (figuratively &quot;active means, solution&quot;; as a separable compound also &quot;important, central&quot;)</li></ul>	nyckeln till framgång	the key to success	Kapitel_2 Rivstart_A1_A2
garanti (noun)	garanti	noun	en	<ul><li>warranty, guarantee, promise to compensate (for losses); security</li></ul>	en garanti för att spekulationen hejdas	a surefire method of preventing speculation	Kaptiel_7 Rivstart_A1_A2
partner (noun)	partner	noun	en	<ul><li>partner (in sport, also &quot;fellow player&quot;, also of a person one has an erotic relationship with)</li></ul>			Kapitel_4 Rivstart_A1_A2
smal (adjective)	smal	adjective		<ul><li>narrow</li><li>thin; slim, slender</li><li>small</li></ul>			Kaptiel_7 Rivstart_A1_A2
smaka (verb)	smaka	verb	att	<ul><li>taste</li><li>try, taste</li></ul>	det smakar ruttet	it tastes rotten	Kapitel_12 Rivstart_A1_A2
formell (adjective)	formell	adjective		<ul><li>formal</li></ul>			Kapitel_2 Rivstart_A1_A2
konsert (noun)	konsert	noun	en	<ul><li>concert (also used of musical pieces for soloists and orchestras, &quot;concerto&quot;)</li></ul>			Kapitel_5 Rivstart_A1_A2
soffa (noun)	soffa	noun	en	<ul><li>sofa; settee, couch</li></ul>			Kapitel_3 Rivstart_A1_A2
tredjedel (noun)	tredjedel	noun	en	<ul><li>third</li></ul>			Kaptiel_10 Rivstart_A1_A2
vild (adjective)	vild	adjective		<ul><li>wild</li></ul>			Kapitel_12 Rivstart_A1_A2
exemplar (noun)	exemplar	noun	ett	<ul><li>specimen, example, copy</li></ul>	ett fint exemplar av solrosen	a fine specimen of a sunflower	Kaptiel_10 Rivstart_A1_A2
teater (noun)	teater	noun	en	<ul><li>theatre, (theater [us])</li></ul>	gå på teatern	go to the theatre	Kapitel_5 Rivstart_A1_A2
mjuk (adjective)	mjuk	adjective		<ul><li>soft (figuratively, &quot;pleasant, agreeable&quot;)</li></ul>			Kaptiel_7 Rivstart_A1_A2
grå (adjective)	grå	adjective		<ul><li>grey</li><li>dreary, gloomy, dull</li></ul>			Kaptiel_7 Rivstart_A1_A2
profil (noun)	profil	noun	en	<ul><li>profile (also figuratively &quot;typical characteristic&quot;)</li></ul>	en konservativ profil	a conservative profile	Kapitel_11 Rivstart_A1_A2
biljett (noun)	biljett	noun	en	<ul><li>ticket, slip showing that the holder has paid a fare, admission, etc.</li></ul>			Kapitel_5 Rivstart_A1_A2
arena (noun)	arena	noun	en	<ul><li>arena, a place for competitive events or public entertainment</li></ul>			Kapitel_5 Rivstart_A1_A2
kust (noun)	kust	noun	en	<ul><li>coast</li></ul>			Kaptiel_10 Rivstart_A1_A2
kombinera (verb)	kombinera	verb	att	<ul><li>combine</li></ul>	kombinera utbildning och praktiskt arbete	combine education and practical work	Kapitel_1 Rivstart_A1_A2
ton (noun)	ton	noun	ett	<ul><li>note, tone</li><li>manner</li><li>hue, tint</li><li>tonne</li></ul>	höga toner	high notes	Kapitel_2 Rivstart_A1_A2
station (noun)	station	noun	en	<ul><li>station</li></ul>			Kapitel_9 Rivstart_A1_A2
släkting (noun)	släkting	noun	en	<ul><li>relative, kindred, relation</li></ul>	en släkting till min man	a relative of my husband	Kapitel_6 Rivstart_A1_A2
odla (verb)	odla	verb	att	<ul><li>cultivate, grow</li></ul>	odla sina intressen	develop (cultivate) one&#39;s interests	Kaptiel_10 Rivstart_A1_A2
erbjudande (noun)	erbjudande	noun	ett	<ul><li>offer</li></ul>	jag fick erbjudande om ett nytt jobb	I was offered a new job	Kaptiel_7 Rivstart_A1_A2
intervjua (verb)	intervjua	verb	att	<ul><li>interview</li></ul>			Kapitel_6 Rivstart_A1_A2
cykla (verb)	cykla	verb	att	<ul><li>cycle, ride a bicycle</li></ul>			Kapitel_8 Rivstart_A1_A2
patent (noun)	patent	noun	ett	<ul><li>patent</li></ul>			Kapitel_6 Rivstart_A1_A2
polsk (adjective)	polsk	adjective		<ul><li>polish, of Poland</li></ul>			Kapitel_12 Rivstart_A1_A2
okej (interjection)	okej	interjection		<ul><li>okey</li></ul>			Kapitel_2 Rivstart_A1_A2
otrolig (adjective)	otrolig	adjective		<ul><li>unbelievable (as a common intensifier &quot;very large&quot;)</li></ul>			Kapitel_6 Rivstart_A1_A2
fett (noun)	fett	noun		<ul><li>fat</li></ul>			Kapitel_12 Rivstart_A1_A2
näsa (noun)	näsa	noun	en	<ul><li>nose</li></ul>	peta sig i näsan	pick one&#39;s nose	Kapitel_4 Rivstart_A1_A2
export (noun)	export	noun	en	<ul><li>export</li></ul>	exporten av trävaror ökar	exports of wood products are on the increase	Kaptiel_10 Rivstart_A1_A2
experiment (noun)	experiment	noun	ett	<ul><li>experiment</li></ul>	många är emot medicinska experiment på människor	many people are against medical experiments on humans	Kapitel_5 Rivstart_A1_A2
block (noun)	block	noun	ett	<ul><li>block (figuratively, &quot;association of organizations&quot;), solid mass (of hard material, such as stone or wood)</li><li>pad, block, sheets of paper bound or glued together into a booklet</li><li>pulley, block, block and tackle, used for lifting</li></ul>	politiska block	political blocs	Kaptiel_7 Rivstart_A1_A2
mysig (adjective)	mysig	adjective		<ul><li>cosy</li></ul>			Kapitel_9 Rivstart_A1_A2
norr (noun)	norr	noun		<ul><li>north</li></ul>	samerna bor längst i norr	the Lapps live right up in the North	Kapitel_8 Rivstart_A1_A2
segla (verb)	segla	verb	att	<ul><li>be yachting, sail</li></ul>			Kaptiel_13 Rivstart_A1_A2
tunn (adjective)	tunn	adjective		<ul><li>thin</li><li>diffuse, diluted</li></ul>			Kapitel_12 Rivstart_A1_A2
tvätta (verb)	tvätta	verb	att	<ul><li>wash</li></ul>	tvätta sig	wash [oneself]	Kapitel_11 Rivstart_A1_A2
mobiltelefon (noun)	mobiltelefon	noun	en	<ul><li>mobile telephone, cellular telephone</li></ul>			Kapitel_2 Rivstart_A1_A2
röka (verb)	röka	verb	att	<ul><li>smoke</li></ul>	hon röker ett paket (cigarretter) om dagen	she smokes a packet (of cigarettes) a day	Kapitel_3 Rivstart_A1_A2
ovanför (preposition)	ovanför	preposition		<ul><li>above (spatial)</li></ul>	ovanför dörren	above the door	Kapitel_4 Rivstart_A1_A2
rita (verb)	rita	verb	att	<ul><li>draw, design</li></ul>	rita en gubbe	draw an old man	Kapitel_9 Rivstart_A1_A2
utlänning (noun)	utlänning	noun	en	<ul><li>alien, foreigner</li></ul>			Kaptiel_10 Rivstart_A1_A2
turist (noun)	turist	noun	en	<ul><li>tourist</li></ul>			Kapitel_8 Rivstart_A1_A2
skådespelare (noun)	skådespelare	noun	en	<ul><li>actor</li></ul>			Kapitel_5 Rivstart_A1_A2
studio (noun)	studio	noun	en	<ul><li>studio</li></ul>			Kapitel_3 Rivstart_A1_A2
flaska (noun)	flaska	noun	en	<ul><li>bottle</li></ul>			Kapitel_2 Rivstart_A1_A2
packa (verb)	packa	verb	att	<ul><li>pack</li></ul>	hon packade ihop sina prylar	she packed her things	Kapitel_8 Rivstart_A1_A2
skylt (noun)	skylt	noun	en	<ul><li>plate, sign(board), signpost</li></ul>			Kaptiel_7 Rivstart_A1_A2
kopp (noun)	kopp	noun	en	<ul><li>cup</li></ul>	en kopp kaffe	a cup of coffee	Kapitel_3 Rivstart_A1_A2
ruta (noun)	ruta	noun	en	<ul><li>square</li><li>pane</li></ul>	bollen krossade rutan	the ball broke the pane of glass (the window)	Kapitel_1 Rivstart_A1_A2
bokstav (noun)	bokstav	noun	en	<ul><li>letter</li></ul>	bokstaven &quot;k&quot;	the letter K	Kapitel_4 Rivstart_A1_A2
barndom (noun)	barndom	noun	en	<ul><li>childhood (also used figuratively), period when one is a child</li></ul>	ett program från radions barndom	a programme from the days when radio was young	Kapitel_6 Rivstart_A1_A2
städa (verb)	städa	verb	att	<ul><li>clean, tidy up, tidy up, put things straight</li></ul>	städa lägenheten	clean the apartment	Kapitel_3 Rivstart_A1_A2
väska (noun)	väska	noun	en	<ul><li>bag</li></ul>	packa en väska	pack a bag	Kapitel_2 Rivstart_A1_A2
köpare (noun)	köpare	noun	en	<ul><li>purchaser</li></ul>			Kaptiel_7 Rivstart_A1_A2
variation (noun)	variation	noun	en	<ul><li>variation</li></ul>	små variationer	small variations	Kapitel_12 Rivstart_A1_A2
kod (noun)	kod	noun	en	<ul><li>code</li></ul>			Kapitel_4 Rivstart_A1_A2
mobil (noun)	mobil	noun	en	<ul><li>mobile</li></ul>			Kapitel_1 Rivstart_A1_A2
färsk (adjective)	färsk	adjective		<ul><li>fresh (of foodstuffs, also generally, as &quot;absolutely new&quot;), new</li></ul>			Kapitel_12 Rivstart_A1_A2
inlagd (adjective)	inlagd	adjective		<ul><li>pickled</li></ul>			Kapitel_12 Rivstart_A1_A2
varifrån (adverb)	varifrån	adverb		<ul><li>from where, whence</li></ul>	varifrån kommer du?	where are you from?	Kapitel_1 Rivstart_A1_A2
mjölk (noun)	mjölk	noun		<ul><li>milk</li></ul>			Kapitel_4 Rivstart_A1_A2
ångra (verb)	ångra	verb	att	<ul><li>regret, undo (computer science)</li></ul>	jag ångrar att jag lovade komma	I regret promising to come	Kapitel_11 Rivstart_A1_A2
turkisk (adjective)	turkisk	adjective		<ul><li>turkish</li></ul>			Kapitel_4 Rivstart_A1_A2
ursäkta (verb)	ursäkta	verb	att	<ul><li>excuse</li></ul>			Kapitel_1 Rivstart_A1_A2
forska (verb)	forska	verb	att	<ul><li>research (general &quot;look for, inquire into&quot;)</li></ul>			Kapitel_1 Rivstart_A1_A2
matematik (noun)	matematik	noun		<ul><li>mathematics</li></ul>			Kapitel_1 Rivstart_A1_A2
storstad (noun)	storstad	noun	en	<ul><li>big city (town), metropolis</li></ul>			Kaptiel_7 Rivstart_A1_A2
katolik (noun)	katolik	noun	en	<ul><li>catholic</li></ul>			Kaptiel_10 Rivstart_A1_A2
present (noun)	present	noun	en	<ul><li>present</li></ul>	en present till far	a present for my father	Kapitel_3 Rivstart_A1_A2
torn (noun)	torn	noun	ett	<ul><li>tower</li></ul>			Kapitel_5 Rivstart_A1_A2
fritid (noun)	fritid	noun	en	<ul><li>leisure time, spare time</li></ul>			Kapitel_5 Rivstart_A1_A2
skeptisk (adjective)	skeptisk	adjective		<ul><li>(skeptical [us]), sceptical</li></ul>			Kapitel_12 Rivstart_A1_A2
separat (adjective)	separat	adjective		<ul><li>special, separate</li></ul>			Kaptiel_10 Rivstart_A1_A2
tavla (noun)	tavla	noun	en	<ul><li>picture, painting</li><li>board</li></ul>			Kapitel_2 Rivstart_A1_A2
säljare (noun)	säljare	noun	en	<ul><li>vendor</li></ul>			Kaptiel_7 Rivstart_A1_A2
arkitekt (noun)	arkitekt	noun	en	<ul><li>architect, a person whose profession is the design of buildings, etc.</li></ul>			Kaptiel_13 Rivstart_A1_A2
ekonom (noun)	ekonom	noun	en	<ul><li>economist</li></ul>			Kapitel_1 Rivstart_A1_A2
koka (verb)	koka	verb	att	<ul><li>boil (used especially of food, &quot;prepare, make&quot;)</li><li>boil (also used figuratively)</li></ul>	koka kaffe	boil coffee	Kapitel_12 Rivstart_A1_A2
mormor (noun)	mormor	noun	en	<ul><li>[maternal] grandmother</li></ul>			Kapitel_6 Rivstart_A1_A2
pasta (noun)	pasta	noun		<ul><li>pasta</li><li>paste</li></ul>			Kaptiel_10 Rivstart_A1_A2
syskon (noun)	syskon	noun	ett	<ul><li>siblings, brothers and sisters</li></ul>			Kapitel_6 Rivstart_A1_A2
gitarr (noun)	gitarr	noun	en	<ul><li>guitar, a stringed musical instrument</li></ul>			Kapitel_3 Rivstart_A1_A2
